TIMEDESC,BRAND,SUBBRAND,CHANNEL,GEOGDESC,Year,Month,MonthWord,VOLUME,VALUE,TARGET PRICE,ND,WD,BASEPRICES,TARGET DISCOUNT
1/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,1,Jan,13580.48,6675700,491.5658357,30.6844088,33.01429699,491.5658357,0
2/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,2,Feb,13422.12,6171100,459.7708857,28.89767041,30.89787604,459.7708857,0
3/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,3,Mar,17890.24,7351800,410.9391489,23.41108895,26.13503229,491.5658357,16.4
4/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,4,Apr,12193.72,5466500,448.3045371,24.77882057,27.60691569,459.7708857,2.5
5/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,5,May,11671.28,5532100,473.9925698,27.82111302,30.03980712,473.9925698,0
6/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,6,Jun,11526.24,5565400,482.8460973,27.45353211,29.97542998,482.8460973,0
7/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,7,Jul,12686.56,6153500,485.0408621,27.86578868,30.55950549,485.0408621,0
8/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,8,Aug,11082.24,5268300,475.3822332,28.57905983,31.15137373,485.0408621,2
9/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,9,Sep,11071.88,5142900,464.5010603,28.2876982,30.81581448,485.0408621,4.2
10/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,10,Oct,11076.32,5105900,460.9744031,28.24268349,30.83343565,475.3822332,3
11/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,11,Nov,16937.12,7696200,454.3983865,27.99566869,30.89238312,464.5010603,2.2
12/1/2020 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2020,12,Dec,22975.52,7701500,335.2046004,34.93879573,36.96390767,460.9744031,27.3
1/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,1,Jan,20764.4,6720000,323.6308297,46.28306139,45.95967136,454.3983865,28.8
2/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,2,Feb,9455.72,4701400,497.2016938,33.02699319,35.31492049,497.2016938,0
3/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,3,Mar,12118.24,5784400,477.3300413,33.64935832,35.7985153,497.2016938,4
4/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,4,Apr,23114.64,7011800,303.3488733,46.5896938,46.23325304,497.2016938,39
5/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,5,May,10571.64,5042300,476.964785,34.95030099,36.05552213,477.3300413,0.1
6/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,6,Jun,10743.32,5566700,518.154537,31.62011371,33.48490038,518.154537,0
7/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,7,Jul,10876.52,5517600,507.2946126,31.67989394,33.08043382,518.154537,2.1
8/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,8,Aug,11313.12,5732600,506.7213996,30.83163619,32.95563028,518.154537,2.2
9/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,9,Sep,11030.44,5333300,483.5074575,31.05297703,32.99795838,507.2946126,4.7
10/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,10,Oct,10602.72,5282900,498.2589373,28.38290552,31.3001758,506.7213996,1.7
11/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,11,Nov,12981.08,6123300,471.7095958,28.82364179,31.77855772,498.2589373,5.3
12/1/2021 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2021,12,Dec,20648.96,7741700,374.9196085,39.36372582,41.52460947,498.2589373,24.8
1/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,1,Jan,21078.16,7765300,368.4050221,44.66167825,45.61261514,471.7095958,21.9
2/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,2,Feb,12395,6506300,524.9132715,37.60242033,39.80306575,524.9132715,0
3/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,3,Mar,18760.48,10030800,534.6771511,41.26536208,44.29769388,534.6771511,0
4/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,4,Apr,25685.4,9693500,377.393383,46.55644841,48.37417366,534.6771511,29.4
5/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,5,May,17819.2,10275000,576.6252133,39.0311574,40.99589207,576.6252133,0
6/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,6,Jun,16920.84,10738800,634.6493436,36.46337889,39.03080462,634.6493436,0
7/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,7,Jul,17822.16,11384700,638.7946242,35.83303034,38.92883915,638.7946242,0
8/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,8,Aug,14983.52,10333700,689.6710519,37.32040268,39.86633314,689.6710519,0
9/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,9,Sep,15138.92,11091600,732.6546412,38.46311362,42.00359074,732.6546412,0
10/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,10,Oct,15991.4,12036700,752.6983253,39.90094676,44.09864052,752.6983253,0
11/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,11,Nov,14123.64,11683300,827.2159302,37.38179393,42.07534318,827.2159302,0
12/1/2022 0:00,Brand_1,Sub_brand_1,CONVENIENCE,NATIONAL,2022,12,Dec,19139.36,12410400,648.4229358,44.65577741,49.08476563,827.2159302,21.6
1/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,1,Jan,15107.84,4209900,278.6566445,29.40096003,34.45158275,278.6566445,0
2/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,2,Feb,12072.36,3669700,303.9753619,25.66515578,33.73085296,303.9753619,0
3/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,3,Mar,11317.56,3744800,330.8840421,24.12251404,33.94954389,330.8840421,0
4/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,4,Apr,8549.96,2826400,330.574646,20.001731,27.30702834,330.8840421,0.1
5/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,5,May,8733.48,3007600,344.375896,21.282009,31.34752699,344.375896,0
6/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,6,Jun,8927.36,3270900,366.3905119,24.40777565,34.94134884,366.3905119,0
7/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,7,Jul,7909.12,2838800,358.9274154,25.97634124,35.11718118,366.3905119,2
8/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,8,Aug,8058.6,3124900,387.7720696,25.81738764,35.29918348,387.7720696,0
9/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,9,Sep,7302.32,2835700,388.3286408,26.99566713,37.69336321,388.3286408,0
10/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,10,Oct,9322.52,3714700,398.4652218,26.02193398,38.08594672,398.4652218,0
11/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,11,Nov,9507.52,3296100,346.6834674,25.35487698,36.94107401,398.4652218,13
12/1/2020 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2020,12,Dec,17054.04,4483200,262.8819916,31.3617184,41.0780085,398.4652218,34
1/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,1,Jan,13120.2,3443500,262.4578894,37.43792015,41.33100105,346.6834674,24.3
2/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,2,Feb,16565.64,4383600,264.6200207,36.69903487,45.22058912,264.6200207,0
3/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,3,Mar,20968.64,5332400,254.3035695,38.69511804,46.12297221,264.6200207,3.9
4/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,4,Apr,13432.48,3702700,275.6527462,37.80575143,43.77091944,275.6527462,0
5/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,5,May,16103.88,4156500,258.1055,39.65975901,47.84170026,275.6527462,6.4
6/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,6,Jun,13114.28,3540900,270.0033856,44.06029153,50.24820272,275.6527462,2
7/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,7,Jul,9467.56,2746600,290.1064266,43.63806514,49.69770458,290.1064266,0
8/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,8,Aug,10448.8,3313500,317.1177551,35.87359314,43.86714264,317.1177551,0
9/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,9,Sep,13852.8,4262200,307.6778702,43.85055729,51.96364634,317.1177551,3
10/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,10,Oct,15078.24,3820600,253.3850105,45.06892051,54.45655461,317.1177551,20.1
11/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,11,Nov,16623.36,4357500,262.1311215,48.15085518,54.72112738,307.6778702,14.8
12/1/2021 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2021,12,Dec,15908.52,4033000,253.5119546,47.38209463,54.51336768,262.1311215,3.3
1/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,1,Jan,12168.56,3090700,253.9906119,47.06473075,54.11199024,262.1311215,3.1
2/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,2,Feb,12335.8,3207000,259.975032,47.79795392,53.31725547,259.975032,0
3/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,3,Mar,11860.72,3233400,272.6141415,47.58125982,52.90665322,272.6141415,0
4/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,4,Apr,9400.96,2835800,301.6500443,45.59970471,50.85757199,301.6500443,0
5/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,5,May,9486.8,3031400,319.5387275,47.22698908,52.8900156,319.5387275,0
6/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,6,Jun,11490.72,3715100,323.3130735,46.59908169,50.44992829,323.3130735,0
7/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,7,Jul,10392.56,3362900,323.5872586,42.91339189,49.49925716,323.5872586,0
8/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,8,Aug,9353.6,3232000,345.5354088,39.54723315,43.95644458,345.5354088,0
9/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,9,Sep,9020.6,3469200,384.5863911,40.37846706,48.35121832,384.5863911,0
10/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,10,Oct,11061.52,4446900,402.0152746,37.81180163,46.09990309,402.0152746,0
11/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,11,Nov,11151.8,3783000,339.227748,42.32016356,50.86784196,402.0152746,15.6
12/1/2022 0:00,Brand_1,Sub_brand_1,LOCALSUPERMARKETMTSR,NATIONAL,2022,12,Dec,8582.52,3363100,391.8546068,40.55009484,47.4681096,402.0152746,2.5
1/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,1,Jan,1509.6,476800,315.845257,0.134472708,1.569289878,315.845257,0
2/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,2,Feb,959.04,299300,312.0829162,0.231481481,1.097972973,312.0829162,0
3/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,3,Mar,2292.52,719500,313.8467712,0.512536423,1.564653743,315.845257,0.6
4/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,4,Apr,1176.6,376200,319.7348292,0.551589325,1.6318205,319.7348292,0
5/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,5,May,1001.96,328600,327.9572039,0.622779352,1.582897521,327.9572039,0
6/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,6,Jun,1056.72,351600,332.7276857,0,1.535884624,332.7276857,0
7/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,7,Jul,1219.52,427200,350.3017581,0.544476515,1.580129887,350.3017581,0
8/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,8,Aug,1358.64,442800,325.9141494,0.560118942,1.831243008,350.3017581,7
9/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,9,Sep,1252.08,408500,326.2571082,0.18928503,1.162066322,350.3017581,6.9
10/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,10,Oct,993.08,329400,331.6953317,0.293027752,1.418818222,331.6953317,0
11/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,11,Nov,895.4,297300,332.0303775,0.425508153,1.952200134,332.0303775,0
12/1/2020 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2020,12,Dec,3538.68,1219900,344.7330643,1.121887257,7.60396532,344.7330643,0
1/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,1,Jan,5464.16,1860700,340.5280958,1.702182952,10.64482006,344.7330643,1.2
2/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,2,Feb,5573.68,1845700,331.1456704,1.624599905,13.4607656,344.7330643,3.9
3/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,3,Mar,6890.88,2276000,330.2916318,2.428862497,15.92452633,340.5280958,3
4/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,4,Apr,6886.44,2247100,326.3079327,1.661961768,14.82231748,331.1456704,1.5
5/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,5,May,3281.16,1088000,331.5900474,1.002084629,8.208987066,331.5900474,0
6/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,6,Jun,4796.68,1496300,311.9449286,1.675325433,9.08211513,331.5900474,5.9
7/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,7,Jul,3443.96,1114400,323.580994,1.069118108,8.174020604,331.5900474,2.4
8/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,8,Aug,2940.76,906400,308.2196439,1.169765639,5.532583414,323.580994,4.7
9/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,9,Sep,3315.2,1015000,306.1655405,1.25331805,3.661920849,323.580994,5.4
10/1/2021 0:00,Brand_1,Sub_brand_1,OPENTRADE,NATIONAL,2021,10,Oct,4204.68,1356800,322.6880524,1.08807329,3.937755073,322.6880524,0
